wavelength,flux
4853.067,181500000000000.0
4853.072,181500000000000.0
4853.077,181500000000000.0
4853.082,181500000000000.0
4853.0874,181500000000000.0
4853.0923,181500000000000.0
4853.0977,181500000000000.0
4853.1025,181500000000000.0
4853.1074,181500000000000.0
4853.113,181500000000000.0
4853.1177,181500000000000.0
4853.123,181500000000000.0
4853.128,181500000000000.0
4853.1333,181500000000000.0
4853.138,181500000000000.0
4853.1436,181500000000000.0
4853.1484,181500000000000.0
4853.1533,181500000000000.0
4853.1587,181446330000000.0
4853.1636,181400000000000.0
4853.169,181400000000000.0
4853.174,181400000000000.0
4853.179,181400000000000.0
4853.184,181400000000000.0
4853.1895,181400000000000.0
4853.1943,181400000000000.0
4853.199,181400000000000.0
4853.2046,181400000000000.0
4853.2095,181400000000000.0
4853.215,181400000000000.0
4853.2197,181400000000000.0
4853.225,181400000000000.0
4853.23,181400000000000.0
4853.2354,181400000000000.0
4853.24,181400000000000.0
4853.245,181400000000000.0
4853.2505,181400000000000.0
4853.2554,181400000000000.0
4853.2607,181400000000000.0
4853.2656,181400000000000.0
4853.271,181400000000000.0
4853.276,181400000000000.0
4853.2812,181400000000000.0
4853.286,181400000000000.0
4853.291,181400000000000.0
4853.2964,181400000000000.0
4853.3013,181400000000000.0
4853.3066,181400000000000.0
4853.3115,181400000000000.0
4853.317,181400000000000.0
4853.322,181400000000000.0
4853.327,181400000000000.0
4853.332,181400000000000.0
4853.337,181400000000000.0
4853.3423,181400000000000.0
4853.347,181400000000000.0
4853.3525,181400000000000.0
4853.3574,181400000000000.0
4853.363,181400000000000.0
4853.3677,181400000000000.0
4853.373,181400000000000.0
4853.378,181400000000000.0
4853.383,181400000000000.0
4853.388,181400000000000.0
4853.393,181300000000000.0
4853.3984,181300000000000.0
4853.4033,181300000000000.0
4853.4087,181300000000000.0
4853.4136,181300000000000.0
4853.419,181300000000000.0
4853.424,181300000000000.0
4853.4287,181300000000000.0
4853.434,181300000000000.0
4853.439,181300000000000.0
4853.4443,181300000000000.0
4853.449,181300000000000.0
4853.4546,181300000000000.0
4853.4595,181300000000000.0
4853.465,181300000000000.0
4853.4697,181300000000000.0
4853.4746,181300000000000.0
4853.48,181300000000000.0
4853.485,181300000000000.0
4853.49,181300000000000.0
4853.495,181300000000000.0
4853.5005,181300000000000.0
4853.5054,181300000000000.0
4853.5107,181300000000000.0
4853.5156,181300000000000.0
4853.5205,181300000000000.0
4853.526,181300000000000.0
4853.531,181300000000000.0
4853.536,181300000000000.0
4853.541,181300000000000.0
4853.5464,181300000000000.0
4853.5513,181300000000000.0
4853.5566,181300000000000.0
4853.5615,181300000000000.0
4853.5664,181295300000000.0
4853.572,181282180000000.0
4853.5767,181269080000000.0
4853.582,181255960000000.0
4853.587,181242860000000.0
4853.5923,181229740000000.0
4853.597,181216630000000.0
4853.6025,181203530000000.0
4853.6074,181200000000000.0
4853.6123,181200000000000.0
4853.6177,181200000000000.0
4853.6226,181200000000000.0
4853.628,181200000000000.0
4853.633,181200000000000.0
4853.638,181200000000000.0
4853.643,181200000000000.0
4853.6484,181200000000000.0
4853.6533,181200000000000.0
4853.658,181200000000000.0
4853.6636,181200000000000.0
4853.6685,181200000000000.0
4853.674,181200000000000.0
4853.6787,181200000000000.0
4853.684,181200000000000.0
4853.689,181200000000000.0
4853.6943,181200000000000.0
4853.699,181200000000000.0
4853.704,181200000000000.0
4853.7095,181200000000000.0
4853.7144,181200000000000.0
4853.7197,181200000000000.0
4853.7246,181200000000000.0
4853.73,181200000000000.0
4853.735,181200000000000.0
4853.74,181200000000000.0
4853.745,181200000000000.0
4853.75,181200000000000.0
4853.7554,181200000000000.0
4853.7603,181200000000000.0
4853.7656,181200000000000.0
4853.7705,181200000000000.0
4853.776,181200000000000.0
4853.781,181200000000000.0
4853.786,181200000000000.0
4853.791,181200000000000.0
4853.796,181200000000000.0
4853.8013,181197340000000.0
4853.806,181100000000000.0
4853.8115,181100000000000.0
4853.8164,181100000000000.0
4853.822,181100000000000.0
4853.8267,181100000000000.0
4853.832,181100000000000.0
4853.837,181100000000000.0
4853.842,181100000000000.0
4853.847,181100000000000.0
4853.852,181100000000000.0
4853.8574,181100000000000.0
4853.8623,181100000000000.0
4853.8677,181100000000000.0
4853.8726,181100000000000.0
4853.878,181100000000000.0
4853.883,181100000000000.0
4853.8877,181100000000000.0
4853.893,181100000000000.0
4853.898,181100000000000.0
4853.9033,181100000000000.0
4853.908,181100000000000.0
4853.9136,181100000000000.0
4853.9185,181100000000000.0
4853.924,181100000000000.0
4853.9287,181100000000000.0
4853.9336,181100000000000.0
4853.939,181100000000000.0
4853.944,181100000000000.0
4853.949,181100000000000.0
4853.954,181100000000000.0
4853.9595,181100000000000.0
4853.9644,181100000000000.0
4853.9697,181100000000000.0
4853.9746,181100000000000.0
4853.9795,181100000000000.0
4853.985,181100000000000.0
4853.9897,181051340000000.0
4853.995,181000000000000.0
4854.0,181000000000000.0
4854.0054,181000000000000.0
4854.0103,181000000000000.0
4854.0156,181000000000000.0
4854.0205,181000000000000.0
4854.0254,181000000000000.0
4854.031,181000000000000.0
4854.0356,181000000000000.0
4854.041,181000000000000.0
4854.046,181000000000000.0
4854.0513,181000000000000.0
4854.056,181000000000000.0
4854.0615,181000000000000.0
4854.0664,181000000000000.0
4854.0713,181000000000000.0
4854.0767,181000000000000.0
4854.0815,181000000000000.0
4854.087,181000000000000.0
4854.092,181000000000000.0
4854.097,181000000000000.0
4854.102,181000000000000.0
4854.1074,181000000000000.0
4854.1123,181000000000000.0
4854.117,181000000000000.0
4854.1226,181000000000000.0
4854.1274,181000000000000.0
4854.133,181000000000000.0
4854.1377,181000000000000.0
4854.143,181000000000000.0
4854.148,181000000000000.0
4854.1533,181000000000000.0
4854.158,180962570000000.0
4854.163,180910000000000.0
4854.1685,180900000000000.0
4854.1733,180900000000000.0
4854.1787,180900000000000.0
4854.1836,180900000000000.0
4854.189,180900000000000.0
4854.194,180900000000000.0
4854.199,180900000000000.0
4854.204,180900000000000.0
4854.2095,180900000000000.0
4854.2144,180900000000000.0
4854.219,180900000000000.0
4854.2246,180900000000000.0
4854.2295,180900000000000.0
4854.235,180900000000000.0
4854.2397,180900000000000.0
4854.245,180900000000000.0
4854.25,180900000000000.0
4854.2554,180900000000000.0
4854.2603,180900000000000.0
4854.265,180900000000000.0
4854.2705,180900000000000.0
4854.2754,180900000000000.0
4854.281,180900000000000.0
4854.2856,180900000000000.0
4854.291,180900000000000.0
4854.296,180900000000000.0
4854.3013,180900000000000.0
4854.306,180900000000000.0
4854.311,180900000000000.0
4854.3164,180900000000000.0
4854.3213,180887930000000.0
4854.3267,180864550000000.0
4854.3315,180841140000000.0
4854.337,180817750000000.0
4854.342,180800000000000.0
4854.347,180800000000000.0
4854.352,180800000000000.0
4854.357,180800000000000.0
4854.3623,180800000000000.0
4854.367,180800000000000.0
4854.3726,180800000000000.0
4854.3774,180800000000000.0
4854.383,180800000000000.0
4854.3877,180800000000000.0
4854.393,180800000000000.0
4854.398,180800000000000.0
4854.403,180800000000000.0
4854.408,180800000000000.0
4854.413,180800000000000.0
4854.4185,180800000000000.0
4854.4233,180800000000000.0
4854.4287,180800000000000.0
4854.4336,180800000000000.0
4854.439,180800000000000.0
4854.444,180800000000000.0
4854.4487,180800000000000.0
4854.454,180800000000000.0
4854.459,180800000000000.0
4854.4644,180800000000000.0
4854.469,180800000000000.0
4854.4746,180800000000000.0
4854.4795,180800000000000.0
4854.485,180783230000000.0
4854.4897,180743080000000.0
4854.4946,180702910000000.0
4854.5,180700000000000.0
4854.505,180700000000000.0
4854.5103,180700000000000.0
4854.515,180700000000000.0
4854.5205,180700000000000.0
4854.5254,180700000000000.0
4854.531,180700000000000.0
4854.5356,180700000000000.0
4854.5405,180700000000000.0
4854.546,180700000000000.0
4854.551,180700000000000.0
4854.556,180700000000000.0
4854.561,180700000000000.0
4854.5664,180700000000000.0
4854.5713,180700000000000.0
4854.5767,180700000000000.0
4854.5815,180700000000000.0
4854.5864,180700000000000.0
4854.592,180700000000000.0
4854.5967,180700000000000.0
4854.602,180700000000000.0
4854.607,180700000000000.0
4854.6123,180700000000000.0
4854.617,180700000000000.0
4854.6226,180700000000000.0
4854.6274,180700000000000.0
4854.6323,180666040000000.0
4854.6377,180600000000000.0
4854.6426,180600000000000.0
4854.648,180600000000000.0
4854.653,180600000000000.0
4854.658,180600000000000.0
4854.663,180600000000000.0
4854.6685,180600000000000.0
4854.6733,180600000000000.0
4854.678,180600000000000.0
4854.6836,180600000000000.0
4854.6885,180600000000000.0
4854.694,180600000000000.0
4854.6987,180600000000000.0
4854.704,180600000000000.0
4854.709,180600000000000.0
4854.7144,180600000000000.0
4854.719,180600000000000.0
4854.724,180600000000000.0
4854.7295,180600000000000.0
4854.7344,180600000000000.0
4854.7397,180600000000000.0
4854.7446,180600000000000.0
4854.75,180600000000000.0
4854.755,180600000000000.0
4854.7603,180600000000000.0
4854.765,180600000000000.0
4854.77,180595420000000.0
4854.7754,180579060000000.0
4854.7803,180562720000000.0
4854.7856,180546380000000.0
4854.7905,180530020000000.0
4854.796,180513680000000.0
4854.801,180500000000000.0
4854.806,180500000000000.0
4854.811,180500000000000.0
4854.816,180500000000000.0
4854.8213,180500000000000.0
4854.826,180500000000000.0
4854.8315,180500000000000.0
4854.8364,180500000000000.0
4854.842,180500000000000.0
4854.8467,180500000000000.0
4854.852,180500000000000.0
4854.857,180500000000000.0
4854.862,180463960000000.0
4854.867,180400000000000.0
4854.872,180400000000000.0
4854.8774,180400000000000.0
4854.8823,180400000000000.0
4854.8877,180400000000000.0
4854.8926,180400000000000.0
4854.898,180400000000000.0
4854.903,180400000000000.0
4854.9077,180400000000000.0
4854.913,180400000000000.0
4854.918,180400000000000.0
4854.9233,180400000000000.0
4854.928,180400000000000.0
4854.9336,180400000000000.0
4854.9385,180400000000000.0
4854.944,180400000000000.0
4854.9487,180400000000000.0
4854.9536,180400000000000.0
4854.959,180400000000000.0
4854.964,180400000000000.0
4854.969,180400000000000.0
4854.974,180400000000000.0
4854.9795,180400000000000.0
4854.9844,180400000000000.0
4854.9897,180400000000000.0
4854.9946,180400000000000.0
4854.9995,180400000000000.0
4855.005,180400000000000.0
4855.01,180400000000000.0
4855.015,180400000000000.0
4855.02,180400000000000.0
4855.0254,180400000000000.0
4855.0303,180399380000000.0
4855.0356,180300000000000.0
4855.0405,180300000000000.0
4855.0454,180300000000000.0
4855.051,180300000000000.0
4855.0557,180300000000000.0
4855.061,180300000000000.0
4855.066,180300000000000.0
4855.0713,180300000000000.0
4855.076,180300000000000.0
4855.0815,180300000000000.0
4855.0864,180300000000000.0
4855.0913,180300000000000.0
4855.0967,180300000000000.0
4855.1016,180300000000000.0
4855.107,180300000000000.0
4855.112,180300000000000.0
4855.117,180300000000000.0
4855.122,180300000000000.0
4855.1274,180300000000000.0
4855.1323,180300000000000.0
4855.137,180300000000000.0
4855.1426,180300000000000.0
4855.1475,180300000000000.0
4855.153,180246320000000.0
4855.1577,180200000000000.0
4855.163,180200000000000.0
4855.168,180200000000000.0
4855.1733,180200000000000.0
4855.178,180200000000000.0
4855.183,180200000000000.0
4855.1885,180200000000000.0
4855.1934,180200000000000.0
4855.1987,180200000000000.0
4855.2036,180200000000000.0
4855.209,180200000000000.0
4855.214,180200000000000.0
4855.219,180200000000000.0
4855.224,180200000000000.0
4855.229,180200000000000.0
4855.2344,180200000000000.0
4855.2393,180200000000000.0
4855.2446,180200000000000.0
4855.2495,180200000000000.0
4855.255,180200000000000.0
4855.26,180200000000000.0
4855.265,180140600000000.0
4855.27,180100000000000.0
4855.275,180100000000000.0
4855.2803,180100000000000.0
4855.285,180100000000000.0
4855.2905,180100000000000.0
4855.2954,180100000000000.0
4855.301,180100000000000.0
4855.3057,180100000000000.0
4855.311,180100000000000.0
4855.316,180100000000000.0
4855.321,180100000000000.0
4855.326,180100000000000.0
4855.331,180100000000000.0
4855.3364,180100000000000.0
4855.3413,180100000000000.0
4855.3467,180100000000000.0
4855.3516,180100000000000.0
4855.357,180100000000000.0
4855.362,180056540000000.0
4855.3667,180000000000000.0
4855.372,180000000000000.0
4855.377,180000000000000.0
4855.3823,180000000000000.0
4855.387,180000000000000.0
4855.3926,179976460000000.0
4855.3975,179900000000000.0
4855.403,179900000000000.0
4855.4077,179900000000000.0
4855.4126,179900000000000.0
4855.418,179900000000000.0
4855.423,179900000000000.0
4855.428,179900000000000.0
4855.433,179900000000000.0
4855.4385,179900000000000.0
4855.4434,179900000000000.0
4855.4487,179900000000000.0
4855.4536,179900000000000.0
4855.4585,179900000000000.0
4855.464,179900000000000.0
4855.4688,179900000000000.0
4855.474,179900000000000.0
4855.479,179900000000000.0
4855.4844,179900000000000.0
4855.4893,179900000000000.0
4855.4946,179900000000000.0
4855.4995,179900000000000.0
4855.5044,179900000000000.0
4855.51,179900000000000.0
4855.5146,179900000000000.0
4855.52,179900000000000.0
4855.525,179900000000000.0
4855.5303,179900000000000.0
4855.535,179900000000000.0
4855.5405,179900000000000.0
4855.5454,179900000000000.0
4855.5503,179900000000000.0
4855.5557,179900000000000.0
4855.5605,179900000000000.0
4855.566,179900000000000.0
4855.571,179900000000000.0
4855.576,179900000000000.0
4855.581,179888230000000.0
4855.5864,179862480000000.0
4855.5913,179836720000000.0
4855.596,179810950000000.0
4855.6016,179800000000000.0
4855.6064,179800000000000.0
4855.612,179800000000000.0
4855.6167,179800000000000.0
4855.622,179800000000000.0
4855.627,179800000000000.0
4855.6323,179800000000000.0
4855.637,179800000000000.0
4855.642,179800000000000.0
4855.6475,179800000000000.0
4855.6523,179800000000000.0
4855.6577,179800000000000.0
4855.6626,179800000000000.0
4855.668,179800000000000.0
4855.673,179800000000000.0
4855.678,179740200000000.0
4855.683,179700000000000.0
4855.688,179700000000000.0
4855.6934,179700000000000.0
4855.698,179700000000000.0
4855.7036,179700000000000.0
4855.7085,179700000000000.0
4855.714,179700000000000.0
4855.7188,179700000000000.0
4855.724,179700000000000.0
4855.729,179700000000000.0
4855.734,179700000000000.0
4855.7393,179700000000000.0
4855.744,179700000000000.0
4855.7495,179700000000000.0
4855.7544,179700000000000.0
4855.76,179678200000000.0
4855.7646,179651900000000.0
4855.77,179625620000000.0
4855.775,179600000000000.0
4855.7803,179600000000000.0
4855.785,179600000000000.0
4855.79,179600000000000.0
4855.7954,179600000000000.0
4855.8003,179600000000000.0
4855.8057,179600000000000.0
4855.8105,179600000000000.0
4855.816,179600000000000.0
4855.821,179600000000000.0
4855.826,179600000000000.0
4855.831,179600000000000.0
4855.836,179600000000000.0
4855.8413,179600000000000.0
4855.846,179600000000000.0
4855.8516,179600000000000.0
4855.8564,179550400000000.0
4855.862,179500000000000.0
4855.8667,179500000000000.0
4855.872,179500000000000.0
4855.877,179500000000000.0
4855.882,179500000000000.0
4855.887,179500000000000.0
4855.892,179500000000000.0
4855.8975,179500000000000.0
4855.9023,179500000000000.0
4855.9077,179500000000000.0
4855.9126,179500000000000.0
4855.918,179500000000000.0
4855.923,179500000000000.0
4855.9277,179500000000000.0
4855.933,179400000000000.0
4855.938,179400000000000.0
4855.9434,179400000000000.0
4855.948,179400000000000.0
4855.9536,179400000000000.0
4855.9585,179400000000000.0
4855.964,179400000000000.0
4855.9688,179400000000000.0
4855.9736,179400000000000.0
4855.979,179400000000000.0
4855.984,179400000000000.0
4855.9893,179400000000000.0
4855.994,179400000000000.0
4855.9995,179400000000000.0
4856.0044,179400000000000.0
4856.01,179400000000000.0
4856.0146,179400000000000.0
4856.0195,179400000000000.0
4856.025,179400000000000.0
4856.03,179400000000000.0
4856.035,179336330000000.0
4856.04,179300000000000.0
4856.0454,179300000000000.0
4856.0503,179300000000000.0
4856.0557,179300000000000.0
4856.0605,179300000000000.0
4856.0654,179300000000000.0
4856.071,179300000000000.0
4856.0757,179300000000000.0
4856.081,179300000000000.0
4856.086,179300000000000.0
4856.0913,179300000000000.0
4856.096,179300000000000.0
4856.1016,179300000000000.0
4856.1064,179281130000000.0
4856.1113,179228550000000.0
4856.1167,179200000000000.0
4856.1216,179200000000000.0
4856.127,179200000000000.0
4856.132,179200000000000.0
4856.137,179200000000000.0
4856.142,179200000000000.0
4856.1475,179200000000000.0
4856.1523,179200000000000.0
4856.157,179200000000000.0
4856.1626,179200000000000.0
4856.1675,179200000000000.0
4856.173,179200000000000.0
4856.1777,179200000000000.0
4856.183,179200000000000.0
4856.188,179200000000000.0
4856.1934,179117750000000.0
4856.198,179100000000000.0
4856.203,179100000000000.0
4856.2085,179100000000000.0
4856.2134,179100000000000.0
4856.2188,179100000000000.0
4856.2236,179100000000000.0
4856.229,179100000000000.0
4856.234,179100000000000.0
4856.2393,179100000000000.0
4856.244,179100000000000.0
4856.249,179100000000000.0
4856.2544,179100000000000.0
4856.2593,179100000000000.0
4856.2646,179045200000000.0
4856.2695,179000000000000.0
4856.275,179000000000000.0
4856.28,179000000000000.0
4856.285,179000000000000.0
4856.29,179000000000000.0
4856.295,179000000000000.0
4856.3003,179000000000000.0
4856.305,179000000000000.0
4856.3105,179000000000000.0
4856.3154,179000000000000.0
4856.321,179000000000000.0
4856.3257,179000000000000.0
4856.331,179000000000000.0
4856.336,179000000000000.0
4856.341,178913960000000.0
4856.346,178900000000000.0
4856.351,178900000000000.0
4856.3564,178900000000000.0
4856.3613,178900000000000.0
4856.3667,178900000000000.0
4856.3716,178900000000000.0
4856.377,178900000000000.0
4856.382,178900000000000.0
4856.3867,178900000000000.0
4856.392,178900000000000.0
4856.397,178900000000000.0
4856.4023,178889080000000.0
4856.407,178862920000000.0
4856.4126,178836770000000.0
4856.4175,178810610000000.0
4856.423,178800000000000.0
4856.4277,178800000000000.0
4856.4326,178800000000000.0
4856.438,178800000000000.0
4856.443,178800000000000.0
4856.448,178800000000000.0
4856.453,178800000000000.0
4856.4585,178800000000000.0
4856.4634,178774200000000.0
4856.4688,178748050000000.0
4856.4736,178721900000000.0
4856.4785,178700000000000.0
4856.484,178700000000000.0
4856.489,178700000000000.0
4856.494,178700000000000.0
4856.499,178700000000000.0
4856.5044,178700000000000.0
4856.5093,178700000000000.0
4856.5146,178700000000000.0
4856.5195,178700000000000.0
4856.5244,178700000000000.0
4856.53,178700000000000.0
4856.5347,178700000000000.0
4856.54,178700000000000.0
4856.545,178640200000000.0
4856.5503,178600000000000.0
4856.555,178600000000000.0
4856.5605,178600000000000.0
4856.5654,178600000000000.0
4856.5703,178600000000000.0
4856.5757,178600000000000.0
4856.5806,178600000000000.0
4856.586,178600000000000.0
4856.591,178600000000000.0
4856.596,178600000000000.0
4856.601,178600000000000.0
4856.6064,178600000000000.0
4856.6113,178515580000000.0
4856.616,178500000000000.0
4856.6216,178500000000000.0
4856.6265,178500000000000.0
4856.632,178500000000000.0
4856.6367,178500000000000.0
4856.642,178500000000000.0
4856.647,178500000000000.0
4856.6523,178500000000000.0
4856.657,178500000000000.0
4856.662,178500000000000.0
4856.6675,178500000000000.0
4856.6724,178403550000000.0
4856.6777,178400000000000.0
4856.6826,178400000000000.0
4856.688,178400000000000.0
4856.693,178400000000000.0
4856.698,178400000000000.0
4856.703,178400000000000.0
4856.708,178400000000000.0
4856.7134,178400000000000.0
4856.7183,178400000000000.0
4856.7236,178400000000000.0
4856.7285,178349170000000.0
4856.734,178300000000000.0
4856.739,178300000000000.0
4856.744,178300000000000.0
4856.749,178300000000000.0
4856.754,178300000000000.0
4856.7593,178300000000000.0
4856.764,178300000000000.0
4856.7695,178300000000000.0
4856.7744,178300000000000.0
4856.78,178300000000000.0
4856.7847,178300000000000.0
4856.79,178300000000000.0
4856.795,178203550000000.0
4856.8,178200000000000.0
4856.805,178200000000000.0
4856.81,178200000000000.0
4856.8154,178200000000000.0
4856.8203,178200000000000.0
4856.8257,178200000000000.0
4856.8306,178200000000000.0
4856.836,178200000000000.0
4856.841,178187800000000.0
4856.8457,178161100000000.0
4856.851,178134400000000.0
4856.856,178107700000000.0
4856.8613,178100000000000.0
4856.866,178100000000000.0
4856.8716,178100000000000.0
4856.8765,178100000000000.0
4856.882,178100000000000.0
4856.8867,178100000000000.0
4856.8916,178100000000000.0
4856.897,178100000000000.0
4856.902,178084630000000.0
4856.907,178036510000000.0
4856.912,178000000000000.0
4856.9175,178000000000000.0
4856.9224,178000000000000.0
4856.9277,178000000000000.0
4856.9326,178000000000000.0
4856.9375,178000000000000.0
4856.943,178000000000000.0
4856.9478,178000000000000.0
4856.953,178000000000000.0
4856.958,177953550000000.0
4856.9634,177900000000000.0
4856.9683,177900000000000.0
4856.9736,177900000000000.0
4856.9785,177900000000000.0
4856.9834,177900000000000.0
4856.989,177900000000000.0
4856.9937,177900000000000.0
4856.999,177900000000000.0
4857.004,177875990000000.0
4857.0093,177823400000000.0
4857.014,177800000000000.0
4857.0195,177800000000000.0
4857.0244,177800000000000.0
4857.0293,177800000000000.0
4857.0347,177800000000000.0
4857.0396,177800000000000.0
4857.045,177800000000000.0
4857.05,177800000000000.0
4857.055,177800000000000.0
4857.06,177774370000000.0
4857.0654,177700000000000.0
4857.0703,177700000000000.0
4857.075,177700000000000.0
4857.0806,177700000000000.0
4857.0854,177700000000000.0
4857.091,177700000000000.0
4857.0957,177700000000000.0
4857.101,177700000000000.0
4857.106,177675990000000.0
4857.1113,177623400000000.0
4857.116,177600000000000.0
4857.121,177600000000000.0
4857.1265,177600000000000.0
4857.1313,177600000000000.0
4857.1367,177600000000000.0
4857.1416,177600000000000.0
4857.147,177600000000000.0
4857.152,177600000000000.0
4857.157,177586300000000.0
4857.162,177533710000000.0
4857.167,177500000000000.0
4857.1724,177500000000000.0
4857.1772,177500000000000.0
4857.1826,177500000000000.0
4857.1875,177500000000000.0
4857.193,177500000000000.0
