wavelength,flux
5013.018,181900000000000.0
5013.0234,181900000000000.0
5013.0283,181900000000000.0
5013.033,181900000000000.0
5013.0386,181900000000000.0
5013.0435,181900000000000.0
5013.049,181900000000000.0
5013.0537,181900000000000.0
5013.059,181900000000000.0
5013.064,181900000000000.0
5013.0693,181900000000000.0
5013.074,181900000000000.0
5013.079,181900000000000.0
5013.0845,181900000000000.0
5013.0894,181900000000000.0
5013.0947,181900000000000.0
5013.0996,181900000000000.0
5013.105,181900000000000.0
5013.11,181900000000000.0
5013.115,181900000000000.0
5013.12,181900000000000.0
5013.125,181900000000000.0
5013.1304,181900000000000.0
5013.1353,181900000000000.0
5013.1406,181900000000000.0
5013.1455,181900000000000.0
5013.151,181900000000000.0
5013.156,181900000000000.0
5013.161,181900000000000.0
5013.166,181900000000000.0
5013.171,181900000000000.0
5013.1763,181900000000000.0
5013.181,181900000000000.0
5013.1865,181900000000000.0
5013.1914,181900000000000.0
5013.197,181900000000000.0
5013.2017,181900000000000.0
5013.207,181900000000000.0
5013.212,181900000000000.0
5013.217,181900000000000.0
5013.222,181900000000000.0
5013.227,181900000000000.0
5013.2324,181900000000000.0
5013.2373,181900000000000.0
5013.2427,181900000000000.0
5013.2476,181900000000000.0
5013.253,181900000000000.0
5013.258,181900000000000.0
5013.2627,181900000000000.0
5013.268,181900000000000.0
5013.273,181900000000000.0
5013.2783,181900000000000.0
5013.283,181900000000000.0
5013.2886,181900000000000.0
5013.2935,181900000000000.0
5013.299,181900000000000.0
5013.3037,181900000000000.0
5013.3086,181900000000000.0
5013.314,181900000000000.0
5013.319,181900000000000.0
5013.324,181900000000000.0
5013.329,181900000000000.0
5013.3345,181900000000000.0
5013.3394,181900000000000.0
5013.3447,181900000000000.0
5013.3496,181900000000000.0
5013.3545,181900000000000.0
5013.36,181900000000000.0
5013.3647,181900000000000.0
5013.37,181900000000000.0
5013.375,181900000000000.0
5013.3804,181900000000000.0
5013.3853,181900000000000.0
5013.3906,181900000000000.0
5013.3955,181900000000000.0
5013.4004,181900000000000.0
5013.406,181900000000000.0
5013.4106,181900000000000.0
5013.416,181900000000000.0
5013.421,181900000000000.0
5013.4263,181900000000000.0
5013.431,181900000000000.0
5013.4365,181900000000000.0
5013.4414,181900000000000.0
5013.4463,181900000000000.0
5013.4517,181900000000000.0
5013.4565,181900000000000.0
5013.462,181900000000000.0
5013.467,181900000000000.0
5013.472,181900000000000.0
5013.477,181900000000000.0
5013.4824,181900000000000.0
5013.4873,181900000000000.0
5013.492,181900000000000.0
5013.4976,181900000000000.0
5013.5024,181900000000000.0
5013.508,181900000000000.0
5013.5127,181900000000000.0
5013.518,181900000000000.0
5013.523,181900000000000.0
5013.5283,181900000000000.0
5013.533,181900000000000.0
5013.538,181900000000000.0
5013.5435,181900000000000.0
5013.5483,181900000000000.0
5013.5537,181900000000000.0
5013.5586,181900000000000.0
5013.564,181900000000000.0
5013.569,181900000000000.0
5013.574,181900000000000.0
5013.579,181900000000000.0
5013.5845,181900000000000.0
5013.5894,181900000000000.0
5013.594,181900000000000.0
5013.5996,181900000000000.0
5013.6045,181900000000000.0
5013.61,181900000000000.0
5013.6147,181900000000000.0
5013.62,181900000000000.0
5013.625,181900000000000.0
5013.6304,181900000000000.0
5013.6353,181900000000000.0
5013.64,181854940000000.0
5013.6455,181800000000000.0
5013.6504,181800000000000.0
5013.656,181800000000000.0
5013.6606,181800000000000.0
5013.666,181800000000000.0
5013.671,181721400000000.0
5013.6763,181700000000000.0
5013.681,181700000000000.0
5013.686,181647050000000.0
5013.6914,181600000000000.0
5013.6963,181600000000000.0
5013.7017,181600000000000.0
5013.7065,181600000000000.0
5013.712,181600000000000.0
5013.717,181600000000000.0
5013.722,181600000000000.0
5013.727,181600000000000.0
5013.732,181640600000000.0
5013.7373,181700000000000.0
5013.742,181700000000000.0
5013.7476,181700000000000.0
5013.7524,181771170000000.0
5013.758,181800000000000.0
5013.7627,181800000000000.0
5013.768,181800000000000.0
5013.773,181800000000000.0
5013.778,181820600000000.0
5013.783,181900000000000.0
5013.788,181900000000000.0
5013.7935,181900000000000.0
5013.7983,181900000000000.0
5013.8037,181900000000000.0
5013.8086,181900000000000.0
5013.814,181900000000000.0
5013.819,181900000000000.0
5013.8237,181900000000000.0
5013.829,181900000000000.0
5013.834,181900000000000.0
5013.8394,181900000000000.0
5013.844,181900000000000.0
5013.8496,181900000000000.0
5013.8545,181900000000000.0
5013.86,181900000000000.0
5013.8647,181900000000000.0
5013.8696,181900000000000.0
5013.875,181900000000000.0
5013.88,181900000000000.0
5013.8853,181900000000000.0
5013.89,181900000000000.0
5013.8955,181900000000000.0
5013.9004,181900000000000.0
5013.906,181900000000000.0
5013.9106,181900000000000.0
5013.9155,181900000000000.0
5013.921,181900000000000.0
5013.926,181900000000000.0
5013.931,181900000000000.0
5013.936,181900000000000.0
5013.9414,181900000000000.0
5013.9463,181900000000000.0
5013.9517,181900000000000.0
5013.9565,181900000000000.0
5013.9614,181900000000000.0
5013.967,181900000000000.0
5013.9717,181900000000000.0
5013.977,181900000000000.0
5013.982,181900000000000.0
5013.9873,181900000000000.0
5013.992,181900000000000.0
5013.9976,181900000000000.0
5014.0024,181900000000000.0
5014.0073,181900000000000.0
5014.0127,181900000000000.0
5014.0176,181900000000000.0
5014.023,181900000000000.0
5014.028,181900000000000.0
5014.033,181900000000000.0
5014.038,181900000000000.0
5014.0435,181900000000000.0
5014.0483,181900000000000.0
5014.053,181900000000000.0
5014.0586,181900000000000.0
5014.0635,181900000000000.0
5014.069,181900000000000.0
5014.0737,181900000000000.0
5014.079,181900000000000.0
5014.084,181900000000000.0
5014.0894,181900000000000.0
5014.094,181900000000000.0
5014.099,181900000000000.0
5014.1045,181900000000000.0
5014.1094,181900000000000.0
5014.1147,181900000000000.0
5014.1196,181900000000000.0
5014.125,181900000000000.0
5014.13,181900000000000.0
5014.1353,181900000000000.0
5014.14,181900000000000.0
5014.145,181900000000000.0
5014.1504,181900000000000.0
5014.1553,181900000000000.0
5014.1606,181900000000000.0
5014.1655,181900000000000.0
5014.171,181883730000000.0
5014.176,181800000000000.0
5014.181,181800000000000.0
5014.186,181800000000000.0
5014.191,181800000000000.0
5014.1963,181800000000000.0
5014.201,181800000000000.0
5014.2065,181800000000000.0
5014.2114,181800000000000.0
5014.217,181800000000000.0
5014.2217,181783790000000.0
5014.227,181700000000000.0
5014.232,181700000000000.0
5014.237,181700000000000.0
5014.242,181700000000000.0
5014.247,181700000000000.0
5014.2524,181700000000000.0
5014.2573,181747650000000.0
5014.2627,181800000000000.0
5014.2676,181800000000000.0
5014.273,181800000000000.0
5014.278,181800000000000.0
5014.2827,181800000000000.0
5014.288,181800000000000.0
5014.293,181800000000000.0
5014.2983,181800000000000.0
5014.303,181800000000000.0
5014.3086,181864600000000.0
5014.3135,181900000000000.0
5014.319,181900000000000.0
5014.3237,181900000000000.0
5014.3286,181900000000000.0
5014.334,181900000000000.0
5014.339,181900000000000.0
5014.344,181900000000000.0
5014.349,181900000000000.0
5014.3545,181900000000000.0
5014.3594,181900000000000.0
5014.3647,181900000000000.0
5014.3696,181900000000000.0
5014.3745,181900000000000.0
5014.38,181900000000000.0
5014.385,181900000000000.0
5014.39,181900000000000.0
5014.395,181900000000000.0
5014.4004,181900000000000.0
5014.4053,181900000000000.0
5014.4106,181900000000000.0
5014.4155,181900000000000.0
5014.4204,181900000000000.0
5014.426,181900000000000.0
5014.4307,181900000000000.0
5014.436,181900000000000.0
5014.441,181900000000000.0
5014.4463,181900000000000.0
5014.451,181900000000000.0
5014.4565,181900000000000.0
5014.4614,181900000000000.0
5014.4663,181900000000000.0
5014.4717,181900000000000.0
5014.4766,181900000000000.0
5014.482,181900000000000.0
5014.487,181900000000000.0
5014.492,181900000000000.0
5014.497,181900000000000.0
5014.5024,181900000000000.0
5014.5073,181900000000000.0
5014.512,181900000000000.0
5014.5176,181900000000000.0
5014.5225,181900000000000.0
5014.528,181900000000000.0
5014.5327,181900000000000.0
5014.538,181900000000000.0
5014.543,181900000000000.0
5014.5483,181900000000000.0
5014.553,181900000000000.0
5014.558,181900000000000.0
5014.5635,181900000000000.0
5014.5684,181900000000000.0
5014.5737,181900000000000.0
5014.5786,181900000000000.0
5014.584,181900000000000.0
5014.589,181900000000000.0
5014.594,181900000000000.0
5014.599,181900000000000.0
5014.604,181900000000000.0
5014.6094,181900000000000.0
5014.6143,181900000000000.0
5014.6196,181900000000000.0
5014.6245,181900000000000.0
5014.63,181900000000000.0
5014.635,181900000000000.0
5014.64,181900000000000.0
5014.645,181900000000000.0
5014.65,181900000000000.0
5014.6553,181900000000000.0
5014.66,181900000000000.0
5014.6655,181900000000000.0
5014.6704,181900000000000.0
5014.676,181900000000000.0
5014.6807,181900000000000.0
5014.686,181900000000000.0
5014.691,181900000000000.0
5014.696,181900000000000.0
5014.701,181900000000000.0
5014.706,181900000000000.0
5014.7114,181900000000000.0
5014.7163,181900000000000.0
5014.7217,181900000000000.0
5014.7266,181900000000000.0
5014.732,181900000000000.0
5014.737,181900000000000.0
5014.7417,181900000000000.0
5014.747,181900000000000.0
5014.752,181900000000000.0
5014.7573,181900000000000.0
5014.762,181900000000000.0
5014.7676,181900000000000.0
5014.7725,181900000000000.0
5014.778,181900000000000.0
5014.7827,181900000000000.0
5014.7876,181900000000000.0
5014.793,181900000000000.0
5014.798,181900000000000.0
5014.803,181900000000000.0
5014.808,181900000000000.0
5014.8135,181900000000000.0
5014.8184,181900000000000.0
5014.8237,181900000000000.0
5014.8286,181900000000000.0
5014.8335,181900000000000.0
5014.839,181900000000000.0
5014.8438,181900000000000.0
5014.849,181900000000000.0
5014.854,181888810000000.0
5014.8594,181838310000000.0
5014.8643,181800000000000.0
5014.8696,181800000000000.0
5014.8745,181800000000000.0
5014.8794,181800000000000.0
5014.885,181800000000000.0
5014.8896,181800000000000.0
5014.895,181800000000000.0
5014.9,181800000000000.0
5014.9053,181800000000000.0
5014.91,181800000000000.0
5014.9155,181800000000000.0
5014.9204,181800000000000.0
5014.9253,181800000000000.0
5014.9307,181800000000000.0
5014.9355,181800000000000.0
5014.941,181800000000000.0
5014.946,181734500000000.0
5014.951,181760600000000.0
5014.956,181800000000000.0
5014.9614,181800000000000.0
5014.9663,181800000000000.0
5014.971,181800000000000.0
5014.9766,181800000000000.0
5014.9814,181800000000000.0
5014.987,181800000000000.0
5014.9917,181800000000000.0
5014.997,181800000000000.0
5015.002,181800000000000.0
5015.0073,181800000000000.0
5015.012,181800000000000.0
5015.017,181800000000000.0
5015.0225,181800000000000.0
5015.0273,181800000000000.0
5015.0327,181800000000000.0
5015.0376,181800000000000.0
5015.043,181800000000000.0
5015.048,181800000000000.0
5015.053,181800000000000.0
5015.058,181800000000000.0
5015.063,181800000000000.0
5015.0684,181800000000000.0
5015.073,181800000000000.0
5015.0786,181800000000000.0
5015.0835,181800000000000.0
5015.089,181800000000000.0
5015.0938,181800000000000.0
5015.099,181800000000000.0
5015.104,181800000000000.0
5015.109,181800000000000.0
5015.1143,181800000000000.0
5015.119,181800000000000.0
5015.1245,181800000000000.0
5015.1294,181800000000000.0
5015.135,181800000000000.0
5015.1396,181800000000000.0
5015.145,181800000000000.0
5015.15,181800000000000.0
5015.1553,181800000000000.0
5015.16,181800000000000.0
5015.165,181800000000000.0
5015.1704,181800000000000.0
5015.1753,181800000000000.0
5015.1807,181800000000000.0
5015.1855,181800000000000.0
5015.191,181800000000000.0
5015.196,181800000000000.0
5015.201,181800000000000.0
5015.206,181800000000000.0
5015.211,181800000000000.0
5015.2163,181800000000000.0
5015.221,181800000000000.0
5015.2266,181800000000000.0
5015.2314,181800000000000.0
5015.237,181800000000000.0
5015.2417,181800000000000.0
5015.247,181800000000000.0
5015.252,181800000000000.0
5015.257,181800000000000.0
5015.262,181800000000000.0
5015.267,181800000000000.0
5015.2725,181800000000000.0
5015.2773,181800000000000.0
5015.2827,181800000000000.0
5015.2876,181800000000000.0
5015.293,181800000000000.0
5015.298,181800000000000.0
5015.3027,181800000000000.0
5015.308,181800000000000.0
5015.313,181800000000000.0
5015.3184,181800000000000.0
5015.323,181800000000000.0
5015.3286,181800000000000.0
5015.3335,181800000000000.0
5015.339,181800000000000.0
5015.3438,181800000000000.0
5015.3486,181800000000000.0
5015.354,181800000000000.0
5015.359,181800000000000.0
5015.3643,181800000000000.0
5015.369,181800000000000.0
5015.3745,181800000000000.0
5015.3794,181800000000000.0
5015.385,181800000000000.0
5015.3896,181800000000000.0
5015.3945,181800000000000.0
5015.4,181800000000000.0
5015.405,181800000000000.0
5015.41,181800000000000.0
5015.415,181800000000000.0
5015.4204,181800000000000.0
5015.4253,181800000000000.0
5015.4307,181800000000000.0
5015.4355,181800000000000.0
5015.4404,181800000000000.0
5015.446,181800000000000.0
5015.4507,181800000000000.0
5015.456,181800000000000.0
5015.461,181800000000000.0
5015.4663,181800000000000.0
5015.471,181800000000000.0
5015.4766,181800000000000.0
5015.4814,181800000000000.0
5015.4863,181800000000000.0
5015.4917,181800000000000.0
5015.4966,181800000000000.0
5015.502,181800000000000.0
5015.507,181800000000000.0
5015.512,181800000000000.0
5015.517,181800000000000.0
5015.5225,181800000000000.0
5015.5273,181800000000000.0
5015.532,181800000000000.0
5015.5376,181800000000000.0
5015.5425,181800000000000.0
5015.548,181800000000000.0
5015.5527,181800000000000.0
5015.558,181800000000000.0
5015.563,181800000000000.0
5015.5684,181800000000000.0
5015.573,181800000000000.0
5015.578,181800000000000.0
5015.5835,181800000000000.0
5015.5884,181800000000000.0
5015.5938,181800000000000.0
5015.5986,181800000000000.0
5015.604,181800000000000.0
5015.609,181800000000000.0
5015.6143,181800000000000.0
5015.619,181800000000000.0
5015.624,181800000000000.0
5015.6294,181800000000000.0
5015.6343,181800000000000.0
5015.6396,181800000000000.0
5015.6445,181800000000000.0
5015.65,181800000000000.0
5015.655,181800000000000.0
5015.66,181800000000000.0
5015.665,181800000000000.0
5015.67,181800000000000.0
5015.6753,181800000000000.0
5015.68,181800000000000.0
5015.6855,181800000000000.0
5015.6904,181800000000000.0
5015.696,181800000000000.0
5015.7007,181800000000000.0
5015.706,181800000000000.0
5015.711,181800000000000.0
5015.716,181800000000000.0
5015.721,181800000000000.0
5015.726,181800000000000.0
5015.7314,181800000000000.0
5015.7363,181800000000000.0
5015.7417,181800000000000.0
5015.7466,181800000000000.0
5015.752,181800000000000.0
5015.757,181800000000000.0
5015.7617,181800000000000.0
5015.767,181800000000000.0
5015.772,181800000000000.0
5015.7773,181800000000000.0
5015.782,181800000000000.0
5015.7876,181800000000000.0
5015.7925,181800000000000.0
5015.798,181800000000000.0
5015.8027,181800000000000.0
5015.8076,181800000000000.0
5015.813,181800000000000.0
5015.818,181800000000000.0
5015.823,181800000000000.0
5015.828,181800000000000.0
5015.8335,181800000000000.0
5015.8384,181800000000000.0
5015.8438,181800000000000.0
5015.8486,181800000000000.0
5015.8535,181800000000000.0
5015.859,181800000000000.0
5015.864,181800000000000.0
5015.869,181800000000000.0
5015.874,181800000000000.0
5015.8794,181800000000000.0
5015.8843,181800000000000.0
5015.8896,181800000000000.0
5015.8945,181800000000000.0
5015.8994,181800000000000.0
5015.905,181800000000000.0
5015.9097,181800000000000.0
5015.915,181800000000000.0
5015.92,181800000000000.0
5015.9253,181800000000000.0
5015.93,181800000000000.0
5015.9355,181800000000000.0
5015.9404,181800000000000.0
5015.9453,181800000000000.0
5015.9507,181800000000000.0
5015.9556,181800000000000.0
5015.961,181800000000000.0
5015.966,181800000000000.0
5015.971,181800000000000.0
5015.976,181800000000000.0
5015.9814,181800000000000.0
5015.9863,181800000000000.0
5015.991,181800000000000.0
5015.9966,181800000000000.0
5016.0015,181800000000000.0
5016.007,181800000000000.0
5016.0117,181800000000000.0
5016.017,181800000000000.0
5016.022,181800000000000.0
5016.0273,181800000000000.0
5016.032,181800000000000.0
5016.037,181800000000000.0
5016.0425,181800000000000.0
5016.0474,181800000000000.0
5016.0527,181800000000000.0
5016.0576,181800000000000.0
5016.063,181800000000000.0
5016.068,181800000000000.0
5016.073,181800000000000.0
5016.078,181800000000000.0
5016.083,181800000000000.0
5016.0884,181800000000000.0
5016.0933,181800000000000.0
5016.0986,181800000000000.0
5016.1035,181800000000000.0
5016.109,181800000000000.0
5016.114,181800000000000.0
5016.119,181800000000000.0
5016.124,181800000000000.0
5016.129,181800000000000.0
5016.1343,181800000000000.0
5016.139,181800000000000.0
5016.1445,181800000000000.0
5016.1494,181800000000000.0
5016.155,181800000000000.0
5016.1597,181800000000000.0
5016.165,181800000000000.0
5016.17,181800000000000.0
5016.175,181800000000000.0
5016.18,181800000000000.0
5016.185,181800000000000.0
5016.1904,181800000000000.0
5016.1953,181800000000000.0
5016.2007,181800000000000.0
5016.2056,181800000000000.0
5016.211,181800000000000.0
5016.216,181800000000000.0
5016.2207,181800000000000.0
5016.226,181800000000000.0
5016.231,181800000000000.0
5016.2363,181800000000000.0
5016.241,181800000000000.0
5016.2466,181800000000000.0
5016.2515,181800000000000.0
5016.257,181800000000000.0
5016.2617,181800000000000.0
5016.2666,181800000000000.0
5016.272,181800000000000.0
5016.277,181800000000000.0
5016.282,181800000000000.0
5016.287,181800000000000.0
5016.2925,181800000000000.0
5016.2974,181800000000000.0
5016.3027,181800000000000.0
5016.3076,181800000000000.0
5016.3125,181800000000000.0
5016.318,181800000000000.0
5016.3228,181800000000000.0
5016.328,181800000000000.0
5016.333,181800000000000.0
5016.3384,181800000000000.0
5016.3433,181800000000000.0
5016.3486,181800000000000.0
5016.3535,181800000000000.0
5016.3584,181800000000000.0
5016.364,181800000000000.0
5016.3687,181800000000000.0
5016.374,181800000000000.0
5016.379,181800000000000.0
5016.3843,181800000000000.0
5016.389,181800000000000.0
5016.3945,181800000000000.0
5016.3994,181800000000000.0
5016.4043,181800000000000.0
5016.4097,181800000000000.0
5016.4146,181800000000000.0
5016.42,181800000000000.0
5016.425,181800000000000.0
5016.43,181800000000000.0
5016.435,181800000000000.0
5016.4404,181800000000000.0
5016.4453,181800000000000.0
5016.45,181800000000000.0
5016.4556,181800000000000.0
5016.4604,181800000000000.0
5016.466,181800000000000.0
5016.4707,181800000000000.0
5016.476,181800000000000.0
5016.481,181800000000000.0
5016.4863,181800000000000.0
5016.491,181800000000000.0
5016.496,181800000000000.0
5016.5015,181800000000000.0
5016.5063,181800000000000.0
5016.5117,181800000000000.0
5016.5166,181800000000000.0
5016.522,181800000000000.0
5016.527,181800000000000.0
5016.532,181800000000000.0
5016.537,181800000000000.0
5016.542,181800000000000.0
5016.5474,181800000000000.0
5016.5522,181800000000000.0
5016.5576,181800000000000.0
5016.5625,181800000000000.0
5016.568,181800000000000.0
5016.5728,181800000000000.0
5016.578,181800000000000.0
5016.583,181800000000000.0
5016.588,181800000000000.0
5016.5933,181800000000000.0
5016.598,181800000000000.0
5016.6035,181800000000000.0
5016.6084,181800000000000.0
5016.614,181800000000000.0
5016.6187,181800000000000.0
5016.624,181800000000000.0
5016.629,181800000000000.0
5016.634,181800000000000.0
5016.639,181800000000000.0
5016.644,181800000000000.0
5016.6494,181800000000000.0
5016.6543,181800000000000.0
5016.6597,181800000000000.0
5016.6646,181800000000000.0
5016.67,181800000000000.0
5016.675,181800000000000.0
5016.6797,181800000000000.0
5016.685,181800000000000.0
5016.69,181800000000000.0
5016.6953,181800000000000.0
5016.7,181800000000000.0
5016.7056,181800000000000.0
5016.7104,181800000000000.0
5016.716,181800000000000.0
5016.7207,181800000000000.0
5016.7256,181800000000000.0
5016.731,181800000000000.0
5016.736,181800000000000.0
5016.741,181800000000000.0
5016.746,181800000000000.0
5016.7515,181800000000000.0
5016.7563,181800000000000.0
5016.7617,181800000000000.0
5016.7666,181800000000000.0
5016.772,181800000000000.0
5016.777,181800000000000.0
5016.7817,181800000000000.0
5016.787,181800000000000.0
5016.792,181800000000000.0
5016.7974,181800000000000.0
5016.8022,181800000000000.0
5016.8076,181800000000000.0
5016.8125,181800000000000.0
5016.818,181800000000000.0
5016.8228,181800000000000.0
5016.8276,181800000000000.0
5016.833,181800000000000.0
5016.838,181800000000000.0
5016.8433,181800000000000.0
5016.848,181800000000000.0
5016.8535,181800000000000.0
5016.8584,181800000000000.0
5016.864,181800000000000.0
5016.8687,181800000000000.0
5016.8735,181800000000000.0
5016.879,181800000000000.0
5016.884,181800000000000.0
5016.889,181800000000000.0
5016.894,181800000000000.0
5016.8994,181800000000000.0
5016.9043,181800000000000.0
5016.9097,181800000000000.0
5016.9146,181800000000000.0
5016.9194,181800000000000.0
5016.925,181800000000000.0
5016.9297,181800000000000.0
5016.935,181800000000000.0
5016.94,181800000000000.0
5016.9453,181800000000000.0
5016.95,181800000000000.0
5016.9556,181800000000000.0
5016.9604,181800000000000.0
5016.9653,181800000000000.0
5016.9707,181800000000000.0
5016.9756,181800000000000.0
5016.981,181800000000000.0
5016.986,181800000000000.0
5016.991,181800000000000.0
5016.996,181800000000000.0
5017.0015,181800000000000.0
5017.0063,181800000000000.0
5017.011,181800000000000.0
5017.0166,181800000000000.0
5017.0215,181800000000000.0
5017.027,181800000000000.0
5017.0317,181800000000000.0
5017.037,181800000000000.0
5017.042,181800000000000.0
5017.0474,181800000000000.0
5017.0522,181800000000000.0
5017.057,181800000000000.0
5017.0625,181800000000000.0
5017.0674,181800000000000.0
5017.0728,181800000000000.0
5017.0776,181800000000000.0
5017.083,181800000000000.0
5017.088,181800000000000.0
5017.0933,181800000000000.0
5017.098,181800000000000.0
5017.103,181800000000000.0
5017.1084,181800000000000.0
5017.1133,181800000000000.0
5017.1187,181800000000000.0
5017.1235,181800000000000.0
5017.129,181800000000000.0
5017.134,181800000000000.0
5017.139,181800000000000.0
5017.144,181800000000000.0
5017.149,181800000000000.0
5017.1543,181800000000000.0
5017.159,181800000000000.0
5017.1646,181800000000000.0
5017.1694,181800000000000.0
5017.175,181800000000000.0
5017.1797,181800000000000.0
5017.185,181800000000000.0
5017.19,181800000000000.0
5017.195,181800000000000.0
5017.2,181800000000000.0
5017.205,181800000000000.0
5017.2104,181800000000000.0
5017.2153,181800000000000.0
5017.2207,181800000000000.0
5017.2256,181800000000000.0
5017.231,181800000000000.0
5017.236,181800000000000.0
5017.2407,181800000000000.0
5017.246,181800000000000.0
5017.251,181800000000000.0
5017.2563,181800000000000.0
5017.261,181800000000000.0
5017.2666,181800000000000.0
5017.2715,181800000000000.0
5017.277,181800000000000.0
5017.2817,181800000000000.0
5017.2866,181800000000000.0
5017.292,181800000000000.0
5017.297,181800000000000.0
5017.3022,181800000000000.0
5017.307,181800000000000.0
5017.3125,181800000000000.0
5017.3174,181800000000000.0
5017.3228,181800000000000.0
5017.3276,181800000000000.0
5017.3325,181800000000000.0
5017.338,181800000000000.0
5017.343,181800000000000.0
5017.348,181800000000000.0
5017.353,181800000000000.0
5017.3584,181800000000000.0
5017.3633,181800000000000.0
5017.3687,181800000000000.0
5017.3735,181800000000000.0
5017.3784,181800000000000.0
5017.384,181800000000000.0
5017.3887,181800000000000.0
5017.394,181800000000000.0
5017.399,181800000000000.0
5017.4043,181800000000000.0
5017.409,181800000000000.0
5017.4146,181800000000000.0
5017.4194,181800000000000.0
5017.4243,181800000000000.0
5017.4297,181800000000000.0
5017.4346,181800000000000.0
5017.44,181800000000000.0
5017.445,181800000000000.0
5017.45,181800000000000.0
5017.455,181800000000000.0
5017.4604,181800000000000.0
5017.4653,181800000000000.0
5017.47,181800000000000.0
5017.4756,181800000000000.0
5017.4805,181800000000000.0
5017.486,181800000000000.0
5017.4907,181800000000000.0
5017.496,181800000000000.0
5017.501,181800000000000.0
5017.5063,181800000000000.0
5017.511,181800000000000.0
5017.516,181800000000000.0
5017.5215,181800000000000.0
5017.5264,181800000000000.0
5017.5317,181800000000000.0
5017.5366,181800000000000.0
5017.542,181800000000000.0
5017.547,181800000000000.0
5017.5522,181800000000000.0
5017.557,181800000000000.0
5017.562,181800000000000.0
5017.5674,181793400000000.0
5017.5723,181700000000000.0
5017.5776,181700000000000.0
5017.5825,181700000000000.0
5017.588,181700000000000.0
5017.593,181700000000000.0
5017.598,181700000000000.0
5017.603,181700000000000.0
5017.608,181700000000000.0
5017.6133,181740130000000.0
5017.618,181800000000000.0
5017.6235,181800000000000.0
5017.6284,181800000000000.0
5017.634,181800000000000.0
5017.6387,181800000000000.0
5017.644,181800000000000.0
5017.649,181800000000000.0
5017.654,181800000000000.0
5017.659,181800000000000.0
5017.664,181800000000000.0
5017.6694,181800000000000.0
5017.6743,181800000000000.0
5017.6797,181800000000000.0
5017.6846,181800000000000.0
5017.69,181800000000000.0
5017.695,181800000000000.0
5017.6997,181800000000000.0
5017.705,181800000000000.0
5017.71,181800000000000.0
5017.7153,181800000000000.0
5017.72,181800000000000.0
5017.7256,181800000000000.0
5017.7305,181800000000000.0
5017.736,181800000000000.0
5017.7407,181800000000000.0
5017.7456,181800000000000.0
5017.751,181800000000000.0
5017.756,181800000000000.0
5017.761,181800000000000.0
5017.766,181800000000000.0
5017.7715,181800000000000.0
5017.7764,181800000000000.0
5017.7817,181800000000000.0
5017.7866,181800000000000.0
5017.7915,181800000000000.0
5017.797,181800000000000.0
5017.802,181800000000000.0
5017.807,181800000000000.0
5017.812,181800000000000.0
5017.8174,181800000000000.0
5017.8223,181800000000000.0
5017.8276,181800000000000.0
5017.8325,181800000000000.0
5017.8374,181800000000000.0
5017.843,181800000000000.0
5017.8477,181800000000000.0
5017.853,181800000000000.0
5017.858,181800000000000.0
5017.8633,181800000000000.0
5017.868,181800000000000.0
5017.8735,181800000000000.0
5017.8784,181800000000000.0
5017.8833,181800000000000.0
5017.8887,181800000000000.0
5017.8936,181800000000000.0
5017.899,181800000000000.0
5017.904,181800000000000.0
5017.909,181800000000000.0
5017.914,181800000000000.0
5017.9194,181800000000000.0
5017.9243,181800000000000.0
5017.929,181800000000000.0
5017.9346,181800000000000.0
5017.9395,181800000000000.0
5017.945,181800000000000.0
5017.9497,181800000000000.0
5017.955,181800000000000.0
5017.96,181800000000000.0
5017.9653,181800000000000.0
5017.97,181800000000000.0
5017.975,181800000000000.0
5017.9805,181800000000000.0
5017.9854,181800000000000.0
5017.9907,181800000000000.0
5017.9956,181800000000000.0
5018.001,181800000000000.0
5018.006,181800000000000.0
5018.011,181800000000000.0
5018.016,181800000000000.0
5018.021,181800000000000.0
5018.0264,181800000000000.0
5018.0312,181800000000000.0
5018.0366,181800000000000.0
5018.0415,181800000000000.0
5018.047,181800000000000.0
5018.052,181800000000000.0
5018.057,181800000000000.0
5018.062,181800000000000.0
5018.067,181800000000000.0
5018.0723,181800000000000.0
5018.077,181800000000000.0
5018.0825,181800000000000.0
5018.0874,181800000000000.0
5018.093,181800000000000.0
5018.0977,181800000000000.0
5018.103,181800000000000.0
5018.108,181800000000000.0
5018.113,181800000000000.0
5018.118,181800000000000.0
5018.123,181800000000000.0
5018.1284,181800000000000.0
5018.1333,181800000000000.0
5018.1387,181800000000000.0
5018.1436,181800000000000.0
5018.149,181800000000000.0
5018.154,181800000000000.0
5018.1587,181800000000000.0
5018.164,181800000000000.0
5018.169,181800000000000.0
5018.1743,181800000000000.0
5018.179,181800000000000.0
5018.1846,181800000000000.0
5018.1895,181800000000000.0
5018.195,181800000000000.0
5018.1997,181800000000000.0
5018.2046,181800000000000.0
5018.21,181800000000000.0
5018.215,181800000000000.0
5018.22,181800000000000.0
5018.225,181800000000000.0
5018.2305,181800000000000.0
5018.2354,181800000000000.0
5018.2407,181800000000000.0
5018.2456,181800000000000.0
5018.2505,181800000000000.0
5018.256,181800000000000.0
5018.2607,181800000000000.0
5018.266,181800000000000.0
5018.271,181800000000000.0
5018.2764,181800000000000.0
5018.2812,181800000000000.0
5018.2866,181800000000000.0
5018.2915,181800000000000.0
